"name","chrom","chromStart","chromEnd","length","alias","description","freq.gene","freq.up","freq.syn","total"
"CNAG_07598","chr11","648479","652230","3751","null","importin-alpha export receptor","1","1","0",2
"CNAG_07604","chr11","833183","835557","2374","FRE5","metalloreductase","2","1","0",3
"CNAG_07605","chr11","853153","857339","4186","null","hypothetical protein CNAG_07605","1","4","1",6
"CNAG_07612","chr11","1180451","1181678","1227","null","hypothetical protein CNAG_07612","0","0","1",1
"CNAG_07618","chr11","1531659","1532438","779","null","hypothetical protein CNAG_07618","1","1","0",2
"CNAG_07625","chr6","193040","196216","3176","null","plasma membrane protein","0","1","1",2
"CNAG_07627","chr6","260608","266063","5455","null","hypothetical protein CNAG_07627","1","0","1",2
"CNAG_07634","chr6","537032","541797","4765","null","hypothetical protein CNAG_07634","1","2","1",4
"CNAG_07641","chr6","724990","727183","2193","null","monosaccharide transporter","1","0","1",2
"CNAG_07642","chr6","730825","732501","1676","null","hypothetical protein CNAG_07642","0","2","0",2
"CNAG_07650","chr6","1371941","1372556","615","null","hypothetical protein CNAG_07650","2","0","0",2
"CNAG_07651","chr6","1416143","1418201","2058","null","DEAD-box ATP-dependent RNA helicase 26","3","5","5",13
"CNAG_07659","chr7","151685","153133","1448","null","hypothetical protein CNAG_07659","1","0","0",1
"CNAG_07661","chr7","184497","187767","3270","null","hypothetical protein CNAG_07661","1","0","0",1
"CNAG_07666","chr7","584587","586098","1511","null","hypothetical protein CNAG_07666","1","0","0",1
"CNAG_07667","chr7","597354","599921","2567","null","HAL protein kinase","1","0","0",1
"CNAG_07674","chr7","850946","852264","1318","null","hypothetical protein CNAG_07674","1","0","0",1
"CNAG_07677","chr7","1036998","1038200","1202","null","hypothetical protein CNAG_07677","4","1","1",6
"CNAG_07679","chr7","1052726","1054356","1630","null","transcription elongation factor S-II","0","1","0",1
"CNAG_07681","chr7","1109684","1111203","1519","null","hypothetical protein CNAG_07681","0","0","1",1
"CNAG_07682","chr7","1222798","1227884","5086","null","hypothetical protein CNAG_07682","0","1","0",1
"CNAG_07683","chr7","1280016","1281080","1064","null","hypothetical protein CNAG_07683","0","3","0",3
"CNAG_07685","chr7","1284516","1286566","2050","null","UMF1 family MFS transporter","0","2","0",2
"CNAG_07686","chr7","1287338","1291248","3910","null","topoisomerase 1-associated factor 1","0","0","1",1
"CNAG_07689","chr7","1298002","1300752","2750","null","pre-mRNA-splicing factor CWC22","0","1","0",1
"CNAG_07690","chr7","1302289","1303065","776","null","hypothetical protein CNAG_07690","0","1","0",1
"CNAG_07692","chr7","1306836","1309960","3124","null","nucleoside phosphatase","0","0","1",1
"CNAG_07693","chr7","1317832","1320188","2356","null","high-affinity methionine permease","3","1","0",4
"CNAG_07695","chr7","1323585","1325409","1824","null","gamma-aminobutyric acid transporter","0","0","1",1
"CNAG_07699","chr7","1329889","1335387","5498","null","zinc finger family protein","1","1","2",4
"CNAG_07706","chr8","10046","12151","2105","null","hypothetical protein CNAG_07706","0","0","1",1
"CNAG_07707","chr8","21436","23958","2522","null","glycoside hydrolase family 3 domain-containing protein","1","0","0",1
"CNAG_07711","chr8","87540","88112","572","null","hypothetical protein CNAG_07711","0","1","0",1
"CNAG_07717","chr8","325159","329777","4618","null","ubiquitin carboxyl-terminal hydrolase 4/11/15","1","0","0",1
"CNAG_07724","chr8","721729","725020","3291","CUF1","ligand-regulated transcription factor","0","1","0",1
"CNAG_07728","chr8","847574","847915","341","null","solute carrier family 39 (zinc transporter), member 1/2/3","0","1","0",1
"CNAG_07730","chr8","928815","930002","1187","null","tricarboxylate transporter","0","0","1",1
"CNAG_07732","chr8","931383","932392","1009","null","amidohydrolase 2","1","0","0",1
"CNAG_07736","chr8","1038430","1041090","2660","null","glucan endo-1,3-alpha-glucosidase agn1","0","1","0",1
"CNAG_07738","chr8","1047236","1047663","427","null","hypothetical protein CNAG_07738","1","0","0",1
"CNAG_07739","chr8","1142109","1145250","3141","null","hypothetical protein CNAG_07739","0","1","1",2
"CNAG_07740","chr8","1155341","1156547","1206","null","hypothetical protein CNAG_07740","0","0","1",1
"CNAG_07748","chr8","1321708","1323092","1384","null","tRNA (uracil-5-)-methyltransferase TRM9","0","0","1",1
"CNAG_07749","chr8","1323275","1324445","1170","null","3-ketodihydrosphingosine reductase TSC10","0","0","1",1
"CNAG_07751","chr8","1359932","1361927","1995","null","siderophore iron transporter MirB","0","1","0",1
"CNAG_07756","chr9","42531","44264","1733","null","cell division control protein","0","2","0",2
"CNAG_07757","chr9","96422","100522","4100","null","hypothetical protein CNAG_07757","2","0","0",2
"CNAG_07762","chr9","291486","292074","588","null","hypothetical protein CNAG_07762","0","1","0",1
"CNAG_07768","chr9","799086","799478","392","null","hypothetical protein CNAG_07768","0","3","1",4
"CNAG_07769","chr9","840577","852305","11728","TOM1","E3 ubiquitin-protein ligase HUWE1","1","0","0",1
"CNAG_07771","chr9","964714","967625","2911","null","peptidase","0","1","0",1
"CNAG_07772","chr9","973346","976575","3229","null","hypothetical protein CNAG_07772","2","2","2",6
"CNAG_07773","chr9","977371","979477","2106","null","hypothetical protein CNAG_07773","0","1","0",1
"CNAG_07774","chr9","979819","982146","2327","null","hypothetical protein CNAG_07774","2","0","2",4
"CNAG_07777","chr9","999087","999797","710","null","hypothetical protein CNAG_07777","0","1","0",1
"CNAG_07780","chr9","1133103","1134516","1413","null","geranylgeranyl diphosphate synthase, type III","0","1","0",1
"CNAG_07781","chr9","1134904","1141509","6605","null","ATP-dependent bile acid transporter","1","0","0",1
"CNAG_07795","chr4","36004","36603","599","null","hypothetical protein CNAG_07795","0","2","0",2
"CNAG_07800","chr4","116759","119764","3005","null","syntaxin-binding protein 1","1","0","0",1
"CNAG_07802","chr4","181736","183468","1732","null","class III aminotransferase","0","0","2",2
"CNAG_07804","chr4","298523","299112","589","null","protein mgr2","0","1","0",1
"CNAG_07806","chr4","308594","310161","1567","null","hypothetical protein CNAG_07806","3","2","0",5
"CNAG_07807","chr4","310772","311242","470","null","histone H4","0","2","0",2
"CNAG_07808","chr4","363041","364493","1452","null","alanine-glyoxylate transaminase/serine-glyoxylate transaminase/serine-pyruvate transaminase","1","0","0",1
"CNAG_07812","chr4","496075","496979","904","null","hypothetical protein CNAG_07812","0","3","0",3
"CNAG_07815","chr4","509408","512924","3516","null","hypothetical protein CNAG_07815","0","1","0",1
"CNAG_07830","chr4","1052247","1055092","2845","null","hypothetical protein CNAG_07830","0","1","0",1
"CNAG_07837","chr10","13687","14776","1089","null","hypothetical protein CNAG_07837","0","1","0",1
"CNAG_07840","chr10","48150","48428","278","null","hypothetical protein CNAG_07840","0","0","1",1
"CNAG_07842","chr10","63703","64558","855","null","hypothetical protein CNAG_07842","0","1","0",1
"CNAG_07845","chr10","320689","321503","814","null","hypothetical protein CNAG_07845","0","1","1",2
"CNAG_07847","chr10","333491","334293","802","null","hypothetical protein CNAG_07847","1","6","0",7
"CNAG_07848","chr10","423662","426019","2357","null","hypothetical protein CNAG_07848","1","2","0",3
"CNAG_07853","chr10","506082","506358","276","null","hypothetical protein CNAG_07853","0","0","1",1
"CNAG_07855","chr10","626069","641700","15631","null","midasin","2","0","0",2
"CNAG_07856","chr10","698782","700795","2013","null","hypothetical protein CNAG_07856","0","1","0",1
"CNAG_07857","chr10","787504","790736","3232","null","hypothetical protein CNAG_07857","0","0","1",1
"CNAG_07859","chr10","983139","984432","1293","null","peptidyl-prolyl cis-trans isomerase-like 2","1","0","0",1
"CNAG_07860","chr10","984623","986814","2191","null","peptidyl-prolyl cis-trans isomerase-like 2","0","0","1",1
"CNAG_07861","chr10","986887","987646","759","null","hypothetical protein CNAG_07861","1","0","0",1
"CNAG_07867","chr10","1033823","1037705","3882","null","hypothetical protein CNAG_07867","0","1","1",2
"CNAG_07869","chr14","46321","48236","1915","null","hypothetical protein CNAG_07869","0","0","1",1
"CNAG_07874","chr14","156158","158302","2144","null","sugar transporter","0","1","0",1
"CNAG_07875","chr14","202785","203202","417","null","hypothetical protein CNAG_07875","0","1","0",1
"CNAG_07876","chr14","339489","340119","630","null","hypothetical protein CNAG_07876","0","1","0",1
"CNAG_07879","chr14","409483","411079","1596","null","TRIAD3, E3 ubiquitin-protein ligase RNF216","0","1","0",1
"CNAG_07881","chr14","430064","430500","436","null","hypothetical protein CNAG_07881","0","1","1",2
"CNAG_07883","chr14","498870","500936","2066","null","hypothetical protein CNAG_07883","0","3","0",3
"CNAG_07884","chr14","501182","502485","1303","null","hypothetical protein CNAG_07884","0","1","0",1
"CNAG_07886","chr14","712981","714870","1889","null","hypothetical protein CNAG_07886","0","1","0",1
"CNAG_07889","chr14","773343","773855","512","null","hypothetical protein CNAG_07889","0","1","0",1
"CNAG_07896","chr12","83434","84135","701","null","hypothetical protein CNAG_07896","1","0","0",1
"CNAG_07898","chr12","191256","192798","1542","null","hypothetical protein CNAG_07898","0","2","0",2
"CNAG_07908","chr12","524967","527499","2532","null","aconitate hydratase, mitochondrial","1","1","0",2
"CNAG_07909","chr12","527878","529784","1906","null","meiotic recombinase Dmc1","0","2","0",2
"CNAG_07910","chr12","545342","545815","473","null","hypothetical protein CNAG_07910","2","2","0",4
"CNAG_07912","chr12","636724","637155","431","null","hypothetical protein CNAG_07912","0","1","0",1
"CNAG_07922","chr13","26005","28148","2143","null","transcription factor","0","1","0",1
"CNAG_07931","chr13","144516","145156","640","null","hypothetical protein CNAG_07931","1","0","0",1
"CNAG_07936","chr13","375991","384869","8878","null","hypothetical protein CNAG_07936","0","0","1",1
"CNAG_07937","chr13","452266","455538","3272","CAS1","O-acetyltransferase","1","0","0",1
"CNAG_07938","chr13","455840","463336","7496","null","hypothetical protein CNAG_07938","0","0","1",1
"CNAG_07939","chr13","472094","472410","316","null","hypothetical protein CNAG_07939","0","3","0",3
"CNAG_07941","chr13","531153","533674","2521","null","hypothetical protein CNAG_07941","0","1","0",1
"CNAG_07942","chr13","541373","545785","4412","null","cell division control protein 25","1","1","1",3
"CNAG_07944","chr13","716491","721044","4553","null","urea carboxylase","2","1","0",3
"CNAG_07947","chr1","212669","213106","437","null","hypothetical protein CNAG_07947","0","1","0",1
"CNAG_07950","chr1","976947","977798","851","null","hypothetical protein CNAG_07950","0","3","0",3
"CNAG_07951","chr1","1026293","1027739","1446","null","WD-repeat protein JIP5","0","0","1",1
"CNAG_07956","chr1","1569339","1571912","2573","null","WD repeat and SOF domain-containing protein 1","0","1","1",2
"CNAG_07959","chr1","1682371","1685547","3176","null","hypothetical protein CNAG_07959","1","0","1",2
"CNAG_07960","chr1","2003336","2005202","1866","null","hypothetical protein CNAG_07960","0","1","0",1
"CNAG_07963","chr2","218399","218865","466","null","hypothetical protein CNAG_07963","0","1","0",1
"CNAG_07964","chr2","304415","309697","5282","null","hypothetical protein CNAG_07964","1","0","1",2
"CNAG_07968","chr3","204592","205299","707","null","hypothetical protein CNAG_07968","1","1","0",2
"CNAG_07970","chr3","1227127","1229427","2300","null","crossover junction endonuclease EME1","1","0","0",1
"CNAG_07971","chr3","1366526","1366936","410","null","hypothetical protein CNAG_07971","0","2","0",2
"CNAG_07972","chr3","1373905","1374861","956","null","hypothetical protein CNAG_07972","0","3","0",3
"CNAG_07976","chr4","837936","839980","2044","null","hypothetical protein CNAG_07976","1","0","0",1
"CNAG_07978","chr5","55498","61778","6280","null","hypothetical protein CNAG_07978","0","1","0",1
"CNAG_07980","chr5","593519","593892","373","null","hypothetical protein CNAG_07980","0","2","0",2
"CNAG_07990","chr7","517424","518220","796","null","hypothetical protein CNAG_07990","1","1","0",2
"CNAG_07994","chr8","77398","80100","2702","null","hypothetical protein CNAG_07994","1","0","0",1
"CNAG_07995","chr8","1202853","1205833","2980","null","hypothetical protein CNAG_07995","0","5","1",6
"CNAG_08000","chr10","744906","753038","8132","null","hypothetical protein CNAG_08000","1","0","0",1
"CNAG_08002","chr11","13611","17959","4348","null","hypothetical protein CNAG_08002","2","2","2",6
"CNAG_08013","chr11","1505558","1509778","4220","null","hypothetical protein CNAG_08013","4","1","2",7
"CNAG_08014","chr12","37409","37961","552","null","hypothetical protein CNAG_08014","1","0","0",1
"CNAG_08016","chr12","353689","354468","779","null","hypothetical protein CNAG_08016","0","1","0",1
"CNAG_08018","chr12","421214","426703","5489","null","hypothetical protein CNAG_08018","1","5","0",6
"CNAG_08023","chr14","253205","257719","4514","null","hypothetical protein CNAG_08023","0","0","1",1
"CNAG_08025","chr14","380847","381479","632","null","hypothetical protein CNAG_08025","1","0","0",1
"CNAG_08026","chr14","472367","472736","369","null","hypothetical protein CNAG_08026","0","1","0",1
"CNAG_08027","chr14","647870","649385","1515","null","hypothetical protein CNAG_08027","0","1","0",1
"CNAG_10023","chr2","911318","911427","109","NULL","tRNA-OTHER","0","0","0",0
"CNAG_10023","chr2","911318","911427","109","NULL","tRNA-OTHER","0","0","0",1
"CNAG_12013","chr1","192615","194338","1723","null","hypothetical RNA","0","1","0",1
"CNAG_12014","chr1","221990","222314","324","null","hypothetical RNA","0","1","0",1
"CNAG_12029","chr1","466948","468703","1755","null","hypothetical RNA","0","1","0",1
"CNAG_12031","chr1","489081","489969","888","null","hypothetical RNA","0","2","0",2
"CNAG_12050","chr1","894495","895267","772","null","hypothetical RNA","0","1","0",1
"CNAG_12052","chr1","932665","933420","755","null","hypothetical RNA","0","1","0",1
"CNAG_12063","chr1","1352455","1354477","2022","null","hypothetical RNA","0","1","0",1
"CNAG_12074","chr1","1443252","1444098","846","null","hypothetical RNA","0","1","0",1
"CNAG_12075","chr1","1471652","1473527","1875","null","hypothetical RNA","0","1","0",1
"CNAG_12076","chr1","1473572","1474086","514","null","hypothetical RNA","0","2","0",2
"CNAG_12077","chr1","1475290","1475773","483","null","hypothetical RNA","0","1","0",1
"CNAG_12081","chr1","1534002","1536568","2566","null","hypothetical RNA","0","1","0",1
"CNAG_12083","chr1","1555784","1556401","617","null","hypothetical RNA","0","1","0",1
"CNAG_12088","chr1","1768927","1769743","816","null","hypothetical RNA","0","1","0",1
"CNAG_12099","chr1","1912111","1913617","1506","null","hypothetical RNA","0","1","0",1
"CNAG_12126","chr1","2267573","2268080","507","null","hypothetical RNA","0","2","0",2
"CNAG_12129","chr2","49455","50879","1424","null","hypothetical RNA","0","1","0",1
"CNAG_12131","chr2","94544","95649","1105","null","hypothetical RNA","0","1","0",1
"CNAG_12172","chr2","931338","931691","353","null","hypothetical RNA","0","1","0",1
"CNAG_12177","chr2","1085345","1085748","403","null","hypothetical RNA","0","1","0",1
"CNAG_12178","chr2","1117293","1117774","481","null","hypothetical RNA","0","1","0",1
"CNAG_12179","chr2","1118704","1121249","2545","null","hypothetical RNA","0","3","0",3
"CNAG_12180","chr2","1121421","1122528","1107","null","hypothetical RNA","0","2","0",2
"CNAG_12188","chr2","1192744","1194700","1956","null","hypothetical RNA","0","1","0",1
"CNAG_12215","chr3","36889","37715","826","null","hypothetical RNA","0","1","0",1
"CNAG_12222","chr3","126571","129499","2928","null","hypothetical RNA","0","2","0",2
